,日期,指数代码,指数名称,指数英文名称,成分券代码,成分券名称,成分券英文名称,交易所,交易所英文名称,权重
642,2023-06-30,000906,中证800,CSI 800,600025,华能水电,HuanengLancang River Hydropower Inc.,上海证券交易所,Shanghai Stock Exchange,0.05
643,2023-06-30,000906,中证800,CSI 800,002920,德赛西威,"Huizhou Desay SV Automotive Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.168
644,2023-06-30,000906,中证800,CSI 800,002925,盈趣科技,Xiamen Intretech Inc.,深圳证券交易所,Shenzhen Stock Exchange,0.024
645,2023-06-30,000906,中证800,CSI 800,603056,德邦股份,"DEPPON LOGISTICS Co., LTD.",上海证券交易所,Shanghai Stock Exchange,0.018
646,2023-06-30,000906,中证800,CSI 800,601828,美凯龙,Red Star Macalline Group Corporation Ltd.,上海证券交易所,Shanghai Stock Exchange,0.02
647,2023-06-30,000906,中证800,CSI 800,601838,成都银行,"BANK OF CHENGDU CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.107
648,2023-06-30,000906,中证800,CSI 800,002926,华西证券,"Huaxi Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.051
649,2023-06-30,000906,中证800,CSI 800,603156,养元饮品,"Hebei Yangyuan ZhiHui Beverage Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.049
650,2023-06-30,000906,中证800,CSI 800,601360,三六零,360 Security Technology Inc.,上海证券交易所,Shanghai Stock Exchange,0.174
651,2023-06-30,000906,中证800,CSI 800,603712,七一二,"Tianjin 712 Communication & Broadcasting Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.054
652,2023-06-30,000906,中证800,CSI 800,300741,华宝股份,"Huabao Flavours & Fragrances Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.01
653,2023-06-30,000906,中证800,CSI 800,600901,江苏金租,"Jiangsu Financial Leasing Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.027
654,2023-06-30,000906,中证800,CSI 800,603596,伯特利,"Bethel Automotive Safety Systems Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.076
655,2023-06-30,000906,中证800,CSI 800,603259,药明康德,"WuXi AppTec Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.498
656,2023-06-30,000906,中证800,CSI 800,300454,深信服,Sangfor Technologies Inc.,深圳证券交易所,Shenzhen Stock Exchange,0.11
657,2023-06-30,000906,中证800,CSI 800,603486,科沃斯,"Ecovacs Robotics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.069
658,2023-06-30,000906,中证800,CSI 800,601138,工业富联,"Foxconn Industrial Internet Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.39
659,2023-06-30,000906,中证800,CSI 800,300750,宁德时代,"Contemporary Amperex Technology Co., Limited.",深圳证券交易所,Shenzhen Stock Exchange,2.349
660,2023-06-30,000906,中证800,CSI 800,601990,南京证券,"Nanjing Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.07
661,2023-06-30,000906,中证800,CSI 800,601066,中信建投,"China Securities Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.122
662,2023-06-30,000906,中证800,CSI 800,603650,彤程新材,"Red Avenue New Materials Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.023
663,2023-06-30,000906,中证800,CSI 800,601869,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,上海证券交易所,Shanghai Stock Exchange,0.018
664,2023-06-30,000906,中证800,CSI 800,300724,捷佳伟创,Shenzhen S.C New Energy Technology Corporation,深圳证券交易所,Shenzhen Stock Exchange,0.122
665,2023-06-30,000906,中证800,CSI 800,002938,鹏鼎控股,"Avary Holding (Shenzhen) Co., Limited",深圳证券交易所,Shenzhen Stock Exchange,0.066
666,2023-06-30,000906,中证800,CSI 800,002936,郑州银行,"BANK OF ZHENGZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.046
667,2023-06-30,000906,中证800,CSI 800,300748,金力永磁,"JL MAG RARE-EARTH CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.05
668,2023-06-30,000906,中证800,CSI 800,601577,长沙银行,"BANK OF CHANGSHA CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.061
669,2023-06-30,000906,中证800,CSI 800,300760,迈瑞医疗,"Shenzhen Mindray Bio-Medical Electronics Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.566
670,2023-06-30,000906,中证800,CSI 800,601162,天风证券,"TIANFENG SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.08
671,2023-06-30,000906,中证800,CSI 800,002939,长城证券,"CHINA GREAT WALL SECURITIES CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.051
672,2023-06-30,000906,中证800,CSI 800,300751,迈为股份,"Suzhou Maxwell Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.092
673,2023-06-30,000906,中证800,CSI 800,601319,中国人保,The People's Insurance Company (Group) of China Limited,上海证券交易所,Shanghai Stock Exchange,0.073
674,2023-06-30,000906,中证800,CSI 800,001872,招商港口,"China Merchants Port Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.016
675,2023-06-30,000906,中证800,CSI 800,603185,弘元绿能,"Hoyuan Green Energy Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.06
676,2023-06-30,000906,中证800,CSI 800,601598,中国外运,Sinotrans Limited,上海证券交易所,Shanghai Stock Exchange,0.029
677,2023-06-30,000906,中证800,CSI 800,002945,华林证券,"ChinaLin Securities Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.014
678,2023-06-30,000906,中证800,CSI 800,601298,青岛港,"Qingdao Port International Co., Ltd",上海证券交易所,Shanghai Stock Exchange,0.019
679,2023-06-30,000906,中证800,CSI 800,601615,明阳智能,MingYangSmartEnergyGroupLimited,上海证券交易所,Shanghai Stock Exchange,0.105
680,2023-06-30,000906,中证800,CSI 800,300759,康龙化成,"Pharmaron Beijing Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.089
681,2023-06-30,000906,中证800,CSI 800,601865,福莱特,"Flat Glass Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.076
682,2023-06-30,000906,中证800,CSI 800,600928,西安银行,"BANK OF XI'AN CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.018
683,2023-06-30,000906,中证800,CSI 800,300763,锦浪科技,"Ginlong Technologies Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.08
684,2023-06-30,000906,中证800,CSI 800,002958,青农商行,Qingdao Rural Commercial Bank Corporation,深圳证券交易所,Shenzhen Stock Exchange,0.041
685,2023-06-30,000906,中证800,CSI 800,603379,三美股份,"Zhejiang Sanmei Chemical Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.022
686,2023-06-30,000906,中证800,CSI 800,300769,德方纳米,"Shenzhen Dynanonic Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.096
687,2023-06-30,000906,中证800,CSI 800,603317,天味食品,"Sichuan Teway Food Group Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.018
688,2023-06-30,000906,中证800,CSI 800,603267,鸿远电子,"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.041
689,2023-06-30,000906,中证800,CSI 800,600989,宝丰能源,"Ningxia Baofeng Energy Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.108
690,2023-06-30,000906,中证800,CSI 800,300776,帝尔激光,"Wuhan DR Laser Technology Corp., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.034
691,2023-06-30,000906,中证800,CSI 800,300782,卓胜微,Maxscend Microelectronics Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.141
692,2023-06-30,000906,中证800,CSI 800,600968,海油发展,CNOOC Energy Technology & Services Limited,上海证券交易所,Shanghai Stock Exchange,0.024
693,2023-06-30,000906,中证800,CSI 800,601698,中国卫通,"China Satellite Communications Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.033
694,2023-06-30,000906,中证800,CSI 800,601236,红塔证券,"HONGTA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.027
695,2023-06-30,000906,中证800,CSI 800,688002,睿创微纳,"Raytron Technology Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.062
696,2023-06-30,000906,中证800,CSI 800,688006,杭可科技,Zhejiang HangKe Technology Incorporated Company,上海证券交易所,Shanghai Stock Exchange,0.029
697,2023-06-30,000906,中证800,CSI 800,688008,澜起科技,"Montage Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.178
698,2023-06-30,000906,中证800,CSI 800,688012,中微公司,Advanced Micro-Fabrication Equipment Inc. China,上海证券交易所,Shanghai Stock Exchange,0.264
699,2023-06-30,000906,中证800,CSI 800,688009,中国通号,China Railway Signal & Communication Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.058
700,2023-06-30,000906,中证800,CSI 800,688005,容百科技,"Ningbo Ronbay New Energy Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.066
701,2023-06-30,000906,中证800,CSI 800,688029,南微医学,"Micro-Tech (Nanjing) Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.03
702,2023-06-30,000906,中证800,CSI 800,002966,苏州银行,"BANK OF SUZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.093
703,2023-06-30,000906,中证800,CSI 800,688188,柏楚电子,SHANGHAI FRIENDESS ELECTRONICS TECHNOLOGY CORPORATION LIMITED,上海证券交易所,Shanghai Stock Exchange,0.043
704,2023-06-30,000906,中证800,CSI 800,688099,晶晨股份,"Amlogic (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.096
705,2023-06-30,000906,中证800,CSI 800,003816,中国广核,"CGN Power Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.095
706,2023-06-30,000906,中证800,CSI 800,603927,中科软,"Sinosoft Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.053
707,2023-06-30,000906,中证800,CSI 800,688116,天奈科技,"Jiangsu Cnano Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.041
708,2023-06-30,000906,中证800,CSI 800,688036,传音控股,"SHENZHEN TRANSSION HOLDINGS CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.184
709,2023-06-30,000906,中证800,CSI 800,603786,科博达,"KEBODA TECHNOLOGY Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.021
710,2023-06-30,000906,中证800,CSI 800,601077,渝农商行,"Chongqing Rural Commercial Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.087
711,2023-06-30,000906,中证800,CSI 800,688363,华熙生物,Bloomage Biotechnology Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.067
712,2023-06-30,000906,中证800,CSI 800,688111,金山办公,"Beijing Kingsoft Office Software, Inc.",上海证券交易所,Shanghai Stock Exchange,0.339
713,2023-06-30,000906,中证800,CSI 800,601658,邮储银行,"POSTAL SAVINGS BANK OF CHINA CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.211
714,2023-06-30,000906,中证800,CSI 800,001914,招商积余,"China Merchants Property Operation & Service Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.025
715,2023-06-30,000906,中证800,CSI 800,601816,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.503
716,2023-06-30,000906,中证800,CSI 800,603290,斯达半导,StarPower Semiconductor Ltd.,上海证券交易所,Shanghai Stock Exchange,0.072
717,2023-06-30,000906,中证800,CSI 800,603195,公牛集团,"GONGNIU GROUP CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.043
718,2023-06-30,000906,中证800,CSI 800,603893,瑞芯微,"Fuzhou Rockchip Electronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.047
719,2023-06-30,000906,中证800,CSI 800,688208,道通科技,"Autel Intelligent Technology Corp.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.032
720,2023-06-30,000906,中证800,CSI 800,688200,华峰测控,"Beijing Huafeng Test & Control Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.048
721,2023-06-30,000906,中证800,CSI 800,688169,石头科技,"Beijing Roborock Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.07
722,2023-06-30,000906,中证800,CSI 800,601696,中银证券,"BOC International (China) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.069
723,2023-06-30,000906,中证800,CSI 800,688396,华润微,China Resources Microelectronics Limited,上海证券交易所,Shanghai Stock Exchange,0.108
724,2023-06-30,000906,中证800,CSI 800,688126,沪硅产业,"National Silicon Industry Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.111
725,2023-06-30,000906,中证800,CSI 800,002985,北摩高科,"BEIJING BEI MO GAO KE FRICTION MATERIAL CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.034
726,2023-06-30,000906,中证800,CSI 800,603392,万泰生物,"BEIJING WANTAI BIOLOGICAL PHARMACY ENTERPRISE CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.099
727,2023-06-30,000906,中证800,CSI 800,300832,新产业,"Shenzhen New Industries Biomedical Engineering Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.072
728,2023-06-30,000906,中证800,CSI 800,601778,晶科科技,"Jinko Power Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.034
729,2023-06-30,000906,中证800,CSI 800,688516,奥特维,"Wuxi Autowell Technology Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.057
730,2023-06-30,000906,中证800,CSI 800,600918,中泰证券,"ZHONGTAI SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.075
731,2023-06-30,000906,中证800,CSI 800,688599,天合光能,"Trina Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.18
732,2023-06-30,000906,中证800,CSI 800,688520,神州细胞,Sinocelltech Group Limited,上海证券交易所,Shanghai Stock Exchange,0.03
733,2023-06-30,000906,中证800,CSI 800,600956,新天绿能,China Suntien Green Energy Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.01
734,2023-06-30,000906,中证800,CSI 800,300850,新强联,"Luoyang Xinqianglian Slewing Bearings Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.029
735,2023-06-30,000906,中证800,CSI 800,688981,中芯国际,Semiconductor Manufacturing International Corporation,上海证券交易所,Shanghai Stock Exchange,0.385
736,2023-06-30,000906,中证800,CSI 800,688567,孚能科技,"Farasis Energy (Gan Zhou) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.072
737,2023-06-30,000906,中证800,CSI 800,688256,寒武纪,Cambricon Technologies Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.152
738,2023-06-30,000906,中证800,CSI 800,688561,奇安信,Qi An Xin Technology Group Inc.,上海证券交易所,Shanghai Stock Exchange,0.055
739,2023-06-30,000906,中证800,CSI 800,601456,国联证券,"Guolian Securities Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.042
740,2023-06-30,000906,中证800,CSI 800,688065,凯赛生物,Cathay Biotech Inc.,上海证券交易所,Shanghai Stock Exchange,0.042
741,2023-06-30,000906,中证800,CSI 800,688185,康希诺,CanSino Biologics Inc.,上海证券交易所,Shanghai Stock Exchange,0.022
742,2023-06-30,000906,中证800,CSI 800,300861,美畅股份,"Yangling Metron New Material Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.032
743,2023-06-30,000906,中证800,CSI 800,688521,芯原股份,"VeriSilicon Microelectronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.07
744,2023-06-30,000906,中证800,CSI 800,300866,安克创新,"Anker Innovations Technology Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.069
745,2023-06-30,000906,中证800,CSI 800,688289,圣湘生物,Sansure Biotech Inc.,上海证券交易所,Shanghai Stock Exchange,0.019
746,2023-06-30,000906,中证800,CSI 800,688390,固德威,"Jiangsu GoodWe Power Supply Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.067
747,2023-06-30,000906,中证800,CSI 800,605358,立昂微,"Hangzhou Lion Electronics Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.077
748,2023-06-30,000906,中证800,CSI 800,300888,稳健医疗,"Winner Medical Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.039
749,2023-06-30,000906,中证800,CSI 800,688301,奕瑞科技,iRay Technology Company Limited,上海证券交易所,Shanghai Stock Exchange,0.056
750,2023-06-30,000906,中证800,CSI 800,688536,思瑞浦,3PEAK INCORPORATED,上海证券交易所,Shanghai Stock Exchange,0.061
751,2023-06-30,000906,中证800,CSI 800,300896,爱美客,"IMEIK TECHNOLOGY DEVELOPMENT CO.,LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.187
752,2023-06-30,000906,中证800,CSI 800,300999,金龙鱼,"Yihai Kerry Arawana Holdings Co., Ltd",深圳证券交易所,Shenzhen Stock Exchange,0.093
753,2023-06-30,000906,中证800,CSI 800,601568,北元集团,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.024
754,2023-06-30,000906,中证800,CSI 800,601187,厦门银行,"Xiamen Bank Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.026
755,2023-06-30,000906,中证800,CSI 800,689009,九号公司,Ninebot Limited,上海证券交易所,Shanghai Stock Exchange,0.062
756,2023-06-30,000906,中证800,CSI 800,601995,中金公司,China International Capital Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.121
757,2023-06-30,000906,中证800,CSI 800,688777,中控技术,"Zhejiang Supcon Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.115
758,2023-06-30,000906,中证800,CSI 800,300919,中伟股份,"CNGR Advanced Material Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.063
759,2023-06-30,000906,中证800,CSI 800,688819,天能股份,"Tianneng Battery Group Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.02
760,2023-06-30,000906,中证800,CSI 800,003035,南网能源,"China Southern Power Grid Energy Efficiency&Clean Energy Co.,Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.042
761,2023-06-30,000906,中证800,CSI 800,300957,贝泰妮,"Yunnan Botanee Bio-Technology Group Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.044
762,2023-06-30,000906,中证800,CSI 800,605117,德业股份,"Ningbo Deye Technology Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.1
763,2023-06-30,000906,中证800,CSI 800,300979,华利集团,Huali Industrial Group Company Limited,深圳证券交易所,Shenzhen Stock Exchange,0.029
764,2023-06-30,000906,中证800,CSI 800,600906,财达证券,"CAIDA SECURITIES CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.036
765,2023-06-30,000906,中证800,CSI 800,001203,大中矿业,"Inner Mongolia Dazhong Mining Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.02
766,2023-06-30,000906,中证800,CSI 800,600032,浙江新能,"Zhejiang Provincial New Energy Investment Group Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.011
767,2023-06-30,000906,中证800,CSI 800,605499,东鹏饮料,"Eastroc Beverage (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.03
768,2023-06-30,000906,中证800,CSI 800,688538,和辉光电,"Everdisplay Optronics (Shanghai) Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.041
769,2023-06-30,000906,中证800,CSI 800,601156,东航物流,"Eastern Air Logistics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.024
770,2023-06-30,000906,中证800,CSI 800,600905,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.299
771,2023-06-30,000906,中证800,CSI 800,603529,爱玛科技,"AIMA TECHNOLOGY GROUP CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.032
772,2023-06-30,000906,中证800,CSI 800,601665,齐鲁银行,"QILU BANK CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.035
773,2023-06-30,000906,中证800,CSI 800,688690,纳微科技,"SUZHOU NANOMICRO TECHNOLOGY CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.031
774,2023-06-30,000906,中证800,CSI 800,688276,百克生物,Changchun BCHT Biotechnology Co.,上海证券交易所,Shanghai Stock Exchange,0.03
775,2023-06-30,000906,中证800,CSI 800,688303,大全能源,"XinJiang Daqo New Energy Co.,Ltd",上海证券交易所,Shanghai Stock Exchange,0.101
776,2023-06-30,000906,中证800,CSI 800,301029,怡合达,"Dongguan Yiheda Automation Co., Ltd.",深圳证券交易所,Shenzhen Stock Exchange,0.03
777,2023-06-30,000906,中证800,CSI 800,688385,复旦微电,"Shanghai Fudan Microelectronics Group CO.,LTD.",上海证券交易所,Shanghai Stock Exchange,0.052
778,2023-06-30,000906,中证800,CSI 800,688778,厦钨新能,"XTC New Energy Materials (Xiamen) Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.032
779,2023-06-30,000906,中证800,CSI 800,688779,长远锂科,"Hunan Changyuan Lico Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.042
780,2023-06-30,000906,中证800,CSI 800,601728,中国电信,China Telecom Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.34
781,2023-06-30,000906,中证800,CSI 800,688187,时代电气,"Zhuzhou CRRC Times Electric Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.042
782,2023-06-30,000906,中证800,CSI 800,601868,中国能建,China Energy Engineering Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.118
783,2023-06-30,000906,中证800,CSI 800,688772,珠海冠宇,"Zhuhai CosMX Battery Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.053
784,2023-06-30,000906,中证800,CSI 800,688107,安路科技,"Shanghai Anlogic Infotech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.026
785,2023-06-30,000906,中证800,CSI 800,688105,诺唯赞,"Nanjing Vazyme Biotech Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.014
786,2023-06-30,000906,中证800,CSI 800,688082,盛美上海,"ACM Research (Shanghai) ,Inc.",上海证券交易所,Shanghai Stock Exchange,0.037
787,2023-06-30,000906,中证800,CSI 800,688248,南网科技,"ChinaSouthernPowerGridTechnologyCo.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.013
788,2023-06-30,000906,中证800,CSI 800,600927,永安期货,"Yongan Futures Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.018
789,2023-06-30,000906,中证800,CSI 800,600941,中国移动,China Mobile Limited,上海证券交易所,Shanghai Stock Exchange,0.328
790,2023-06-30,000906,中证800,CSI 800,688234,天岳先进,"SICC CO., LTD.",上海证券交易所,Shanghai Stock Exchange,0.025
791,2023-06-30,000906,中证800,CSI 800,688220,翱捷科技,"ASR Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.061
792,2023-06-30,000906,中证800,CSI 800,001227,兰州银行,"BANK OF LANZHOU CO., LTD.",深圳证券交易所,Shenzhen Stock Exchange,0.032
793,2023-06-30,000906,中证800,CSI 800,001289,龙源电力,China Longyuan Power Group Corporation Limited,深圳证券交易所,Shenzhen Stock Exchange,0.013
794,2023-06-30,000906,中证800,CSI 800,688223,晶科能源,"Jinko Solar Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.109
795,2023-06-30,000906,中证800,CSI 800,688281,华秦科技,"Shaanxi Huaqin Technology Industry Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.033
796,2023-06-30,000906,中证800,CSI 800,688295,中复神鹰,"Zhongfu Shenying Carbon Fiber Co.,Ltd.",上海证券交易所,Shanghai Stock Exchange,0.012
797,2023-06-30,000906,中证800,CSI 800,688072,拓荆科技,Piotech Inc.,上海证券交易所,Shanghai Stock Exchange,0.063
798,2023-06-30,000906,中证800,CSI 800,688052,纳芯微,"Suzhou Novosense Microelectronics Co., Ltd.",上海证券交易所,Shanghai Stock Exchange,0.026
799,2023-06-30,000906,中证800,CSI 800,601136,首创证券,Capital Securities Corporation Limited,上海证券交易所,Shanghai Stock Exchange,0.017
